Order Priority,Unit Price,Product Sub-Category,Customer,Order Date,Ship Mode,Discount,Row ID,Order ID,Customer Segment,Product Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Ship Date,Shipping Cost,Profit,Quantity ordered new,Sales,Product Sub-Category
high,11.66,Pens & Art Supplies,Joan Bowers2551,10/24/2013,Regular Air,0.01,25487,88665,Small Business 890,Office Supplies,Small Pack%,Boston 16765 Mini Stand Up Battery Pencil Sharpener,0.59,East,Pennsylvania,York,17403,10/26/2013,8.99,-44.33,4,52.98,Pens & Art Supplies
high,3.29,Rubber Bands,Joan Bowers2551,10/24/2013,Regular Air,0.02,25488,88665,Small Business 890,Office Supplies,Wrap/ Bag,Acco� Hot Clips� Clips to Go,0.4,East,Pennsylvania,York,17403,10/26/2013,1.35,11.23,11,38.66,Rubber Bands
medium,12.53,Binders and Binder Accessories,Virginia McNeill2553,02-12-2010,Regular Air,0.03,18130,86528,Home Office 763,Office Supplies,Small Box@,GBC ProClick Spines for 32-Hole Punch,0.38,Central,Wisconsin,Kenosha,53142,2/13/2010,7.17,-20.3205,1,19.32,Binders and Binder Accessories
low,7.59,Office Furnishings,Virginia McNeill2553,2/23/2013,Regular Air,0.07,19150,86533,Home Office 763,Furniture,Wrap/ Bag,"Master Giant Foot� Doorstop, Safety Yellow",0.42,Central,Wisconsin,Kenosha,53142,2/25/2013,4,25.16,10,74.44,Office Furnishings
not specified,32.98,Computer Peripherals,Harvey Sanchez2554,11-10-2012,Regular Air,0.07,19607,86532,Home Office 763,Technology,Small Box@,PC Concepts 116 Key Quantum 3000 Keyboard,0.75,Central,Wisconsin,La Crosse,54601,11-11-2012,5.5,7.2,30,989.26,Computer Peripherals
not specified,5.98,Paper,Harvey Sanchez2554,11-10-2012,Regular Air,0.09,19608,86532,Home Office 763,Office Supplies,Small Box@,Xerox 1895,0.4,Central,Wisconsin,La Crosse,54601,11-11-2012,10.39,49.822,31,187.52,Paper
not specified,65.99,Telephones and Communication,Harvey Sanchez2554,11-10-2012,Regular Air,0.05,19609,86532,Home Office 763,Technology,Small Box@,Talkabout T8367,0.56,Central,Wisconsin,La Crosse,54601,11-12-2012,8.99,42.4074,1,61.46,Telephones and Communication
low,11.7,Binders and Binder Accessories,Harvey Sanchez2554,2/23/2013,Regular Air,0.02,19151,86533,Home Office 763,Office Supplies,Small Box@,Fellowes Binding Cases,0.4,Central,Wisconsin,La Crosse,54601,2/25/2013,5.63,24.854,9,105.59,Binders and Binder Accessories
low,6.98,Paper,Harvey Sanchez2554,2/23/2013,Regular Air,0.02,19152,86533,Home Office 763,Office Supplies,Wrap/ Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",0.38,Central,Wisconsin,La Crosse,54601,2/25/2013,1.6,52.2054,11,75.66,Paper
low,2.6,Pens & Art Supplies,Karl Knowles2555,01-09-2010,Regular Air,0.1,23666,86527,Home Office 763,Office Supplies,Wrap/ Bag,12 Colored Short Pencils,0.58,Central,Wisconsin,Madison,53711,1/14/2010,2.4,-88.04,12,30.1,Pens & Art Supplies
critical,12.97,Binders and Binder Accessories,Karl Knowles2555,08-02-2010,Regular Air,0,23583,86529,Home Office 763,Office Supplies,Small Box@,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",0.35,Central,Wisconsin,Madison,53711,08-03-2010,1.49,180.2349,19,261.21,Binders and Binder Accessories
critical,4.91,Labels,Karl Knowles2555,08-02-2010,Regular Air,0.06,23584,86529,Home Office 763,Office Supplies,Small Box@,Avery 508,0.36,Central,Wisconsin,Madison,53711,08-02-2010,0.5,29.5251,9,42.79,Labels
low,420.98,Binders and Binder Accessories,Karl Knowles2555,9/28/2011,Regular Air,0.02,24022,86530,Home Office 763,Office Supplies,Small Box@,GBC DocuBind 200 Manual Binding Machine,0.35,Central,Wisconsin,Madison,53711,10-02-2011,19.99,5864.1375,20,8498.75,Binders and Binder Accessories
low,16.74,Storage & Organization,Karl Knowles2555,9/28/2011,Regular Air,0.04,24023,86530,Home Office 763,Office Supplies,Small Box@,Rogers� Profile Extra Capacity Storage Tub,0.81,Central,Wisconsin,Madison,53711,10-02-2011,7.04,-236.12,22,360.31,Storage & Organization
high,11.34,Paper,Karl Knowles2555,06-01-2012,Regular Air,0.07,24919,86531,Home Office 763,Office Supplies,Small Box@,Xerox 188,0.36,Central,Wisconsin,Madison,53711,06-01-2012,5.01,0.768,5,56.06,Paper
not specified,5.18,Paper,Karl Knowles2555,11-10-2012,Regular Air,0.1,19610,86532,Home Office 763,Office Supplies,Wrap/ Bag,Array� Memo Cubes,0.36,Central,Wisconsin,Madison,53711,11-12-2012,2.04,31.042,21,102.56,Paper
high,68.81,Appliances,Tamara Bartlett Cheek2556,06-01-2012,Delivery Truck,0.01,24920,86531,Home Office 763,Office Supplies,Jumbo Drum$,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",0.41,Central,Wisconsin,Manitowoc,54220,06-03-2012,60,-419.224,9,642.71,Appliances
high,20.99,Telephones and Communication,Yvonne Pearson2558,01-08-2011,Regular Air,0.01,19869,90619,Corporate 654,Technology,Medium Box,1726 Digital Answering Machine,0.58,East,Ohio,Mentor,44060,01-10-2011,4.81,0.64296,6,109.12,Telephones and Communication
high,2.94,Pens & Art Supplies,Yvonne Pearson2558,7/17/2013,Regular Air,0.07,23425,90620,Corporate 654,Office Supplies,Wrap/ Bag,Newell 338,0.58,East,Ohio,Mentor,44060,7/19/2013,0.7,17.96288,15,43.71,Pens & Art Supplies
high,17.52,Appliances,Tiffany Honeycutt2560,4/16/2011,Regular Air,0.08,18117,86467,Consumer 096,Office Supplies,Medium Box,Bionaire 99.97% HEPA Air Cleaner,0.5,East,New York,Oceanside,11572,4/18/2011,8.17,-38.35,9,151.52,Appliances
high,9.9,Envelopes,Tiffany Honeycutt2560,4/16/2011,Regular Air,0.1,18118,86467,Consumer 096,Office Supplies,Small Box@,#6 3/4 Gummed Flap White Envelopes,0.37,East,New York,Oceanside,11572,4/18/2011,1.39,38.5917,6,55.93,Envelopes
not specified,160.98,Chairs & Chairmats,Laurie Moon2561,3/22/2010,Delivery Truck,0.03,19840,86465,Consumer 096,Furniture,Jumbo Drum$,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,East,New York,Ossining,10562,3/25/2010,30,1261.4718,11,1828.22,Chairs & Chairmats
not specified,3.98,Binders and Binder Accessories,Laurie Moon2561,10-08-2010,Regular Air,0.07,23161,86466,Consumer 096,Office Supplies,Small Box@,Ibico Presentation Index for Binding Systems,0.38,East,New York,Ossining,10562,10-10-2010,5.26,-59.96376,7,29.77,Binders and Binder Accessories
not specified,12.22,Office Furnishings,Laurie Moon2561,10-08-2010,Regular Air,0.07,23162,86466,Consumer 096,Furniture,Small Pack%,Aluminum Document Frame,0.55,East,New York,Ossining,10562,10-08-2010,2.85,89.4148,12,147.19,Office Furnishings
not specified,15.98,Computer Peripherals,Laurie Moon2561,3/22/2013,Regular Air,0.09,19841,86469,Consumer 096,Technology,Small Box@,Logitech Access Keyboard,0.37,East,New York,Ossining,10562,3/24/2013,4,107.0673,10,155.17,Computer Peripherals
not specified,304.99,Binders and Binder Accessories,Laurie Moon2561,10/29/2013,Regular Air,0.02,18446,86470,Consumer 096,Office Supplies,Small Box@,Ibico Hi-Tech Manual Binding System,0.4,East,New York,Ossining,10562,10/31/2013,19.99,1314.389,7,2155,Binders and Binder Accessories
not specified,5.84,Pens & Art Supplies,Norma Higgins2562,6/19/2011,Regular Air,0.01,23989,86468,Consumer 096,Office Supplies,Wrap/ Bag,"Quartet Omega� Colored Chalk, 12/Pack",0.38,East,New York,Plainview,11803,6/20/2011,1,44.5947,11,64.63,Pens & Art Supplies
not specified,4.55,Binders and Binder Accessories,Karen Warren2563,04-08-2010,Regular Air,0.08,22374,91447,Home Office 763,Office Supplies,Small Box@,Presstex Flexible Ring Binders,0.35,Central,Minnesota,Fridley,55432,04-09-2010,1.49,27.0273,9,39.17,Binders and Binder Accessories
medium,35.44,Paper,Karen Warren2563,8/26/2011,Regular Air,0.02,24517,91448,Home Office 763,Office Supplies,Small Box@,Xerox 1932,0.38,Central,Minnesota,Fridley,55432,8/28/2011,5.09,286.3086,11,414.94,Paper
medium,125.99,Telephones and Communication,Karen Warren2563,8/26/2011,Regular Air,0.08,24518,91448,Home Office 763,Technology,Small Box@,232,0.55,Central,Minnesota,Fridley,55432,8/27/2011,5.26,239.91984,7,744.84,Telephones and Communication
not specified,3499.99,Copiers and Fax,Carla Wilson2564,10/22/2011,Regular Air,0.04,24852,91449,Home Office 763,Technology,Large Box,Canon imageCLASS 2200 Advanced Copier,0.37,Central,Minnesota,Inver Grove Heights,55076,10/23/2011,24.49,262.30396,4,14380.76,Copiers and Fax
not specified,4.98,Binders and Binder Accessories,Carla Wilson2564,7/20/2013,Regular Air,0.01,24988,91450,Home Office 763,Office Supplies,Small Box@,Cardinal Holdit Business Card Pockets,0.37,Central,Minnesota,Inver Grove Heights,55076,7/20/2013,4.95,-49.325064,9,48.3,Binders and Binder Accessories
not specified,7.59,Office Furnishings,Carla Wilson2564,7/20/2013,Regular Air,0.08,24989,91450,Home Office 763,Furniture,Wrap/ Bag,"Master Giant Foot� Doorstop, Safety Yellow",0.42,Central,Minnesota,Inver Grove Heights,55076,7/22/2013,4,14.62272,10,71.26,Office Furnishings
not specified,2.18,Rubber Bands,Carla Wilson2564,7/20/2013,Regular Air,0.04,24990,91450,Home Office 763,Office Supplies,Wrap/ Bag,Stockwell Push Pins,0.52,Central,Minnesota,Inver Grove Heights,55076,7/21/2013,0.78,7.25696,14,30.75,Rubber Bands
medium,35.44,Paper,Amanda Kay2565,8/26/2011,Regular Air,0.02,6517,46375,Home Office 763,Office Supplies,Small Box@,Xerox 1932,0.38,West,Washington,Seattle,98144,8/28/2011,5.09,389.07,43,1622.03,Paper
medium,125.99,Telephones and Communication,Amanda Kay2565,8/26/2011,Regular Air,0.08,6518,46375,Home Office 763,Technology,Small Box@,232,0.55,West,Washington,Seattle,98144,8/27/2011,5.26,162.108,29,3085.78,Telephones and Communication
not specified,3499.99,Copiers and Fax,Amanda Kay2565,10/22/2011,Regular Air,0.04,6852,48800,Home Office 763,Technology,Large Box,Canon imageCLASS 2200 Advanced Copier,0.37,West,Washington,Seattle,98144,10/23/2011,24.49,228.0904,14,50332.66,Copiers and Fax
not specified,4.55,Binders and Binder Accessories,Amanda Kay2565,04-08-2013,Regular Air,0.08,4374,31171,Home Office 763,Office Supplies,Small Box@,Presstex Flexible Ring Binders,0.35,West,Washington,Seattle,98144,04-09-2013,1.49,32.1895,37,161.02,Binders and Binder Accessories
not specified,4.98,Binders and Binder Accessories,Amanda Kay2565,7/20/2013,Regular Air,0.01,6988,49927,Home Office 763,Office Supplies,Small Box@,Cardinal Holdit Business Card Pockets,0.37,West,Washington,Seattle,98144,7/20/2013,4.95,-54.0845,36,193.21,Binders and Binder Accessories
not specified,7.59,Office Furnishings,Amanda Kay2565,7/20/2013,Regular Air,0.08,6989,49927,Home Office 763,Furniture,Wrap/ Bag,"Master Giant Foot� Doorstop, Safety Yellow",0.42,West,Washington,Seattle,98144,7/22/2013,4,13.44,39,277.9,Office Furnishings
not specified,2.18,Rubber Bands,Amanda Kay2565,7/20/2013,Regular Air,0.04,6990,49927,Home Office 763,Office Supplies,Wrap/ Bag,Stockwell Push Pins,0.52,West,Washington,Seattle,98144,7/21/2013,0.78,6.67,55,120.8,Rubber Bands
low,24.95,Binders and Binder Accessories,Jerry Barber2566,7/21/2013,Regular Air,0.09,20226,90877,Home Office 763,Office Supplies,Small Box@,Large Capacity Hanging Post Binders,0.39,East,Pennsylvania,York,17403,7/23/2013,2.99,235.6971,15,341.59,Binders and Binder Accessories
low,12.2,Office Furnishings,Dolores Vincent2567,2/27/2011,Regular Air,0.01,8230,58820,Home Office 763,Furniture,Small Pack%,Advantus Panel Wall Certificate Holder - 8.5x11,0.43,Central,Texas,Houston,77070,03-04-2011,6.02,61.51,24,307.49,Office Furnishings
low,14.98,Office Furnishings,Dolores Vincent2567,7/21/2013,Regular Air,0.06,2225,16098,Home Office 763,Furniture,Small Pack%,"GE 4 Foot Flourescent Tube, 40 Watt",0.39,Central,Texas,Houston,77070,7/25/2013,8.99,50.59,43,666.4,Office Furnishings
low,24.95,Binders and Binder Accessories,Dolores Vincent2567,7/21/2013,Regular Air,0.09,2226,16098,Home Office 763,Office Supplies,Small Box@,Large Capacity Hanging Post Binders,0.39,Central,Texas,Houston,77070,7/23/2013,2.99,333.5315,62,1411.9,Binders and Binder Accessories
critical,17.48,Computer Peripherals,Dolores Vincent2567,08-05-2013,Regular Air,0.01,5974,42369,Home Office 763,Technology,Small Pack%,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",0.46,Central,Texas,Houston,77070,08-06-2013,1.99,274.98,88,1572.52,Computer Peripherals
low,12.2,Office Furnishings,Betty Schroeder2568,2/27/2011,Regular Air,0.01,26230,90875,Home Office 763,Furniture,Small Pack%,Advantus Panel Wall Certificate Holder - 8.5x11,0.43,Central,Wisconsin,Muskego,53150,03-04-2011,6.02,53.0403,6,76.87,Office Furnishings
critical,17.48,Computer Peripherals,Betty Schroeder2568,08-05-2011,Regular Air,0.01,23974,90876,Home Office 763,Technology,Small Pack%,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",0.46,Central,Wisconsin,Muskego,53150,08-06-2011,1.99,246.5991,20,357.39,Computer Peripherals
low,14.98,Office Furnishings,Betty Schroeder2568,7/21/2013,Regular Air,0.06,20225,90877,Home Office 763,Furniture,Small Pack%,"GE 4 Foot Flourescent Tube, 40 Watt",0.39,Central,Wisconsin,Muskego,53150,7/25/2013,8.99,55.04192,11,170.48,Office Furnishings
critical,4.98,Paper,Harvey Hoyle2569,2/22/2011,Express Air,0.05,23283,90328,Consumer 096,Office Supplies,Small Box@,Xerox 190,0.38,West,California,Danville,94526,2/23/2011,4.86,3.25,1,19.96,Paper
critical,3.57,Pens & Art Supplies,Harvey Hoyle2569,2/22/2011,Regular Air,0.03,23284,90328,Consumer 096,Office Supplies,Small Pack%,Barrel Sharpener,0.59,West,California,Danville,94526,2/24/2011,4.17,-115.48,10,36.34,Pens & Art Supplies
critical,3.28,Pens & Art Supplies,Harvey Hoyle2569,2/22/2011,Regular Air,0.06,23285,90328,Consumer 096,Office Supplies,Wrap/ Bag,Newell 342,0.56,West,California,Danville,94526,2/24/2011,3.97,-57.84,5,16.82,Pens & Art Supplies
high,4.98,Paper,Harvey Hoyle2569,3/31/2012,Express Air,0.02,22038,90330,Consumer 096,Office Supplies,Small Box@,Xerox 198,0.38,West,California,Danville,94526,04-01-2012,8.33,-42.61,3,19.78,Paper
critical,4.37,Appliances,Yvonne Stephens2570,10/25/2010,Regular Air,0,25095,90327,Consumer 096,Office Supplies,Small Box@,"Eureka Sanitaire � Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,West,California,Davis,95616,10/27/2010,5.15,-150.2604,19,87.85,Appliances
critical,500.98,Chairs & Chairmats,Yvonne Stephens2570,10/25/2010,Delivery Truck,0.01,25096,90327,Consumer 096,Furniture,Jumbo Drum$,Global Troy� Executive Leather Low-Back Tilter,0.6,West,California,Davis,95616,10/26/2010,56,4899.1288,14,7429.63,Chairs & Chairmats
critical,12.58,Office Furnishings,Yvonne Stephens2570,10/25/2010,Regular Air,0.02,25097,90327,Consumer 096,Furniture,Small Box@,"DAX Copper Panel Document Frame, 5 x 7 Size",0.43,West,California,Davis,95616,10/25/2010,5.16,44.712,18,224.29,Office Furnishings
critical,7.7,Office Furnishings,Yvonne Stephens2570,10/25/2010,Regular Air,0.1,25098,90327,Consumer 096,Furniture,Wrap/ Bag,Deflect-O� Glasstique� Clear Desk Accessories,0.52,West,California,Davis,95616,10/26/2010,3.68,-22.626,7,51.2,Office Furnishings
medium,2.88,Binders and Binder Accessories,Yvonne Stephens2570,9/14/2013,Regular Air,0.01,23927,90332,Consumer 096,Office Supplies,Small Box@,Avery Durable Binders,0.36,West,California,Davis,95616,9/16/2013,1.49,7.27974,17,50.23,Binders and Binder Accessories
critical,500.98,Chairs & Chairmats,Rosemary O'Brien2571,10/25/2010,Delivery Truck,0.01,7096,50656,Consumer 096,Furniture,Jumbo Drum$,Global Troy� Executive Leather Low-Back Tilter,0.6,East,New York,New York City,10165,10/26/2010,56,4260.112,56,29718.53,Chairs & Chairmats
critical,7.7,Office Furnishings,Rosemary O'Brien2571,10/25/2010,Regular Air,0.1,7098,50656,Consumer 096,Furniture,Wrap/ Bag,Deflect-O� Glasstique� Clear Desk Accessories,0.52,East,New York,New York City,10165,10/26/2010,3.68,-25.14,27,197.48,Office Furnishings
critical,4.98,Paper,Rosemary O'Brien2571,2/22/2011,Express Air,0.05,5283,37606,Consumer 096,Office Supplies,Small Box@,Xerox 190,0.38,East,New York,New York City,10165,2/23/2011,4.86,3.25,1,19.96,Paper
critical,3.57,Pens & Art Supplies,Rosemary O'Brien2571,2/22/2011,Regular Air,0.03,5284,37606,Consumer 096,Office Supplies,Small Pack%,Barrel Sharpener,0.59,East,New York,New York City,10165,2/24/2011,4.17,-115.48,41,148.99,Pens & Art Supplies
critical,3.28,Pens & Art Supplies,Rosemary O'Brien2571,2/22/2011,Regular Air,0.06,5285,37606,Consumer 096,Office Supplies,Wrap/ Bag,Newell 342,0.56,East,New York,New York City,10165,2/24/2011,3.97,-57.84,21,70.66,Pens & Art Supplies
high,599.99,Copiers and Fax,Rosemary O'Brien2571,11/22/2011,Regular Air,0.06,3794,27047,Consumer 096,Technology,Large Box,Canon PC1080F Personal Copier,0.5,East,New York,New York City,10165,11/23/2011,24.49,3128.69,85,48418.58,Copiers and Fax
high,4.28,Paper,Rosemary O'Brien2571,11/22/2011,Regular Air,0.05,3795,27047,Consumer 096,Office Supplies,Small Box@,Xerox 1927,0.4,East,New York,New York City,10165,11/23/2011,6.72,-161.57,129,568.31,Paper
high,4.98,Paper,Rosemary O'Brien2571,3/31/2012,Express Air,0.02,4038,28807,Consumer 096,Office Supplies,Small Box@,Xerox 198,0.38,East,New York,New York City,10165,04-01-2012,8.33,-42.61,10,65.94,Paper
critical,16.91,Storage & Organization,Rosemary O'Brien2571,6/22/2012,Regular Air,0.1,1579,11425,Consumer 096,Office Supplies,Small Box@,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",0.58,East,New York,New York City,10165,6/23/2012,6.25,-16.59,48,799.3,Storage & Organization
critical,155.99,Telephones and Communication,Rosemary O'Brien2571,6/22/2012,Express Air,0.04,1580,11425,Consumer 096,Technology,Small Box@,CF 688,0.58,East,New York,New York City,10165,6/24/2012,8.99,383.454,38,4906.36,Telephones and Communication
medium,2.88,Binders and Binder Accessories,Rosemary O'Brien2571,9/14/2013,Regular Air,0.01,5927,42054,Consumer 096,Office Supplies,Small Box@,Avery Durable Binders,0.36,East,New York,New York City,10165,9/16/2013,1.49,6.7405,67,197.96,Binders and Binder Accessories
critical,4.37,Appliances,Rosemary O'Brien2571,10/25/2013,Regular Air,0,7095,50656,Consumer 096,Office Supplies,Small Box@,"Eureka Sanitaire � Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,East,New York,New York City,10165,10/27/2013,5.15,-139.13,88,406.9,Appliances
critical,12.58,Office Furnishings,Rosemary O'Brien2571,10/25/2013,Regular Air,0.02,7097,50656,Consumer 096,Furniture,Small Box@,"DAX Copper Panel Document Frame, 5 x 7 Size",0.43,East,New York,New York City,10165,10/25/2013,5.16,48.6,82,1021.78,Office Furnishings
high,599.99,Copiers and Fax,Shirley Meadows2572,11/22/2011,Regular Air,0.06,21794,90329,Consumer 096,Technology,Large Box,Canon PC1080F Personal Copier,0.5,Central,Texas,Corsicana,75109,11/23/2011,24.49,6883.118,21,11962.24,Copiers and Fax
high,4.28,Paper,Shirley Meadows2572,11/22/2011,Regular Air,0.05,21795,90329,Consumer 096,Office Supplies,Small Box@,Xerox 1927,0.4,Central,Texas,Corsicana,75109,11/23/2011,6.72,32.314,32,140.98,Paper
critical,16.91,Storage & Organization,Shirley Meadows2572,6/22/2012,Regular Air,0.1,19579,90331,Consumer 096,Office Supplies,Small Box@,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",0.58,Central,Texas,Corsicana,75109,6/23/2012,6.25,-13.272,12,199.82,Storage & Organization
critical,155.99,Telephones and Communication,Shirley Meadows2572,6/22/2012,Express Air,0.04,19580,90331,Consumer 096,Technology,Small Box@,CF 688,0.58,Central,Texas,Corsicana,75109,6/24/2012,8.99,460.1448,9,1162.03,Telephones and Communication
medium,363.25,Appliances,William McDonald2574,01-09-2012,Express Air,0.05,21294,90094,Consumer 096,Office Supplies,Small Box@,Hoover WindTunnel� Plus Canister Vacuum,0.57,South,Alabama,Mobile,36608,01-10-2012,19.99,26.118,10,3455.29,Appliances
high,1.98,Binders and Binder Accessories,William McDonald2574,12/24/2012,Regular Air,0.07,19409,90096,Consumer 096,Office Supplies,Small Box@,Avery Reinforcements for Hole-Punch Pages,0.4,South,Alabama,Mobile,36608,12/25/2012,4.77,306.906,6,14.21,Binders and Binder Accessories
